"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Energy Price (EUR/MWh)"
"02/01/2021 06:00:00 - 02/01/2021 07:00:00","BZN|SE3","Without sequence","25.62",""
"02/01/2021 07:00:00 - 02/01/2021 08:00:00","BZN|SE3","Without sequence","26.19",""
"02/01/2021 08:00:00 - 02/01/2021 09:00:00","BZN|SE3","Without sequence","28.02",""
"02/01/2021 09:00:00 - 02/01/2021 10:00:00","BZN|SE3","Without sequence","27.65",""
"02/01/2021 10:00:00 - 02/01/2021 11:00:00","BZN|SE3","Without sequence","28.83",""
"02/01/2021 11:00:00 - 02/01/2021 12:00:00","BZN|SE3","Without sequence","29.76",""
"02/01/2021 12:00:00 - 02/01/2021 13:00:00","BZN|SE3","Without sequence","28.62",""
"02/01/2021 13:00:00 - 02/01/2021 14:00:00","BZN|SE3","Without sequence","28.72",""
"02/01/2021 14:00:00 - 02/01/2021 15:00:00","BZN|SE3","Without sequence","28.89",""
"02/01/2021 15:00:00 - 02/01/2021 16:00:00","BZN|SE3","Without sequence","39.74",""
"02/01/2021 16:00:00 - 02/01/2021 17:00:00","BZN|SE3","Without sequence","58.88",""
"02/01/2021 17:00:00 - 02/01/2021 18:00:00","BZN|SE3","Without sequence","60.51",""
"02/01/2021 18:00:00 - 02/01/2021 19:00:00","BZN|SE3","Without sequence","59.84",""
"02/01/2021 19:00:00 - 02/01/2021 20:00:00","BZN|SE3","Without sequence","29.94",""
"02/01/2021 20:00:00 - 02/01/2021 21:00:00","BZN|SE3","Without sequence","27.38",""
"02/01/2021 21:00:00 - 02/01/2021 22:00:00","BZN|SE3","Without sequence","26.96",""
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|SE3","Without sequence","26.85",""
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|SE3","Without sequence","25.94",""
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|SE3","Without sequence","25.27",""
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|SE3","Without sequence","24.59",""
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|SE3","Without sequence","23.86",""
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|SE3","Without sequence","23.57",""
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|SE3","Without sequence","23.49",""
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|SE3","Without sequence","23.85",""
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|SE3","Without sequence","24.05",""
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|SE3","Without sequence","24.8",""
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|SE3","Without sequence","24.97",""
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|SE3","Without sequence","25.65",""
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|SE3","Without sequence","26.0",""
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|SE3","Without sequence","26.07",""
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|SE3","Without sequence","25.87",""
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|SE3","Without sequence","25.83",""
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|SE3","Without sequence","26.02",""
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|SE3","Without sequence","26.5",""
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|SE3","Without sequence","28.05",""
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|SE3","Without sequence","28.53",""
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|SE3","Without sequence","28.17",""
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|SE3","Without sequence","27.92",""
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|SE3","Without sequence","27.56",""
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|SE3","Without sequence","27.04",""
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|SE3","Without sequence","26.18",""
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|SE3","Without sequence","24.92",""
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|SE3","Without sequence","24.66",""
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|SE3","Without sequence","24.05",""
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|SE3","Without sequence","23.88",""
"04/01/2021 03:00:00 - 04/01/2021 04:00:00","BZN|SE3","Without sequence","24.03",""
"04/01/2021 04:00:00 - 04/01/2021 05:00:00","BZN|SE3","Without sequence","24.58",""
"04/01/2021 05:00:00 - 04/01/2021 06:00:00","BZN|SE3","Without sequence","25.84",""
"04/01/2021 06:00:00 - 04/01/2021 07:00:00","BZN|SE3","Without sequence","28.21",""
"04/01/2021 07:00:00 - 04/01/2021 08:00:00","BZN|SE3","Without sequence","30.85",""
"04/01/2021 08:00:00 - 04/01/2021 09:00:00","BZN|SE3","Without sequence","49.2",""
"04/01/2021 09:00:00 - 04/01/2021 10:00:00","BZN|SE3","Without sequence","50.02",""
"04/01/2021 10:00:00 - 04/01/2021 11:00:00","BZN|SE3","Without sequence","55.4",""
"04/01/2021 11:00:00 - 04/01/2021 12:00:00","BZN|SE3","Without sequence","56.53",""
"04/01/2021 12:00:00 - 04/01/2021 13:00:00","BZN|SE3","Without sequence","52.07",""
"04/01/2021 13:00:00 - 04/01/2021 14:00:00","BZN|SE3","Without sequence","56.53",""
"04/01/2021 14:00:00 - 04/01/2021 15:00:00","BZN|SE3","Without sequence","57.99",""
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|SE3","Without sequence","58.03",""
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|SE3","Without sequence","60.5",""
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|SE3","Without sequence","65.22",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|SE3","Without sequence","60.05",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|SE3","Without sequence","53.73",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|SE3","Without sequence","37.68",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|SE3","Without sequence","34.82",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|SE3","Without sequence","30.95",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|SE3","Without sequence","27.35",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|SE3","Without sequence","27.81",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|SE3","Without sequence","27.45",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|SE3","Without sequence","27.08",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|SE3","Without sequence","27.14",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|SE3","Without sequence","27.79",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|SE3","Without sequence","29.81",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|SE3","Without sequence","35.78",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|SE3","Without sequence","53.64",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|SE3","Without sequence","60.0",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|SE3","Without sequence","60.12",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|SE3","Without sequence","61.18",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|SE3","Without sequence","62.46",""
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|SE3","Without sequence","61.48",""
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|SE3","Without sequence","62.29",""
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|SE3","Without sequence","62.04",""
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|SE3","Without sequence","62.51",""
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|SE3","Without sequence","64.26",""
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|SE3","Without sequence","65.6",""
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|SE3","Without sequence","60.13",""
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|SE3","Without sequence","54.66",""
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|SE3","Without sequence","40.78",""
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|SE3","Without sequence","39.6",""
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|SE3","Without sequence","32.06",""
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|SE3","Without sequence","29.21",""
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|SE3","Without sequence","29.83",""
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|SE3","Without sequence","28.72",""
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|SE3","Without sequence","28.11",""
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|SE3","Without sequence","27.98",""
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|SE3","Without sequence","28.16",""
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|SE3","Without sequence","29.0",""
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|SE3","Without sequence","30.72",""
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|SE3","Without sequence","35.54",""
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|SE3","Without sequence","39.18",""
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|SE3","Without sequence","41.88",""
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|SE3","Without sequence","46.07",""
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|SE3","Without sequence","45.27",""
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|SE3","Without sequence","46.21",""
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|SE3","Without sequence","47.35",""
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|SE3","Without sequence","51.31",""
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|SE3","Without sequence","54.9",""
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|SE3","Without sequence","58.4",""
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|SE3","Without sequence","59.93",""
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|SE3","Without sequence","55.67",""
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|SE3","Without sequence","50.25",""
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|SE3","Without sequence","39.84",""
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|SE3","Without sequence","39.93",""
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|SE3","Without sequence","38.7",""
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|SE3","Without sequence","32.5",""
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|SE3","Without sequence","43.08",""
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|SE3","Without sequence","40.9",""
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|SE3","Without sequence","39.19",""
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|SE3","Without sequence","39.78",""
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|SE3","Without sequence","41.28",""
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|SE3","Without sequence","45.54",""
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|SE3","Without sequence","55.97",""
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|SE3","Without sequence","67.8",""
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|SE3","Without sequence","84.43",""
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|SE3","Without sequence","83.86",""
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|SE3","Without sequence","82.44",""
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|SE3","Without sequence","85.99",""
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|SE3","Without sequence","84.71",""
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|SE3","Without sequence","82.29",""
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|SE3","Without sequence","78.62",""
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|SE3","Without sequence","81.57",""
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|SE3","Without sequence","89.68",""
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|SE3","Without sequence","99.91",""
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|SE3","Without sequence","84.62",""
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|SE3","Without sequence","77.79",""
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|SE3","Without sequence","65.2",""
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|SE3","Without sequence","59.33",""
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|SE3","Without sequence","58.26",""
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|SE3","Without sequence","50.99",""
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|SE3","Without sequence","49.31",""
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|SE3","Without sequence","47.38",""
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|SE3","Without sequence","45.78",""
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|SE3","Without sequence","44.51",""
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|SE3","Without sequence","45.69",""
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|SE3","Without sequence","50.33",""
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|SE3","Without sequence","59.71",""
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|SE3","Without sequence","79.56",""
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|SE3","Without sequence","103.54",""
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|SE3","Without sequence","107.8",""
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|SE3","Without sequence","107.32",""
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|SE3","Without sequence","104.26",""
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|SE3","Without sequence","99.91",""
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|SE3","Without sequence","95.27",""
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|SE3","Without sequence","92.72",""
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|SE3","Without sequence","95.42",""
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|SE3","Without sequence","95.0",""
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|SE3","Without sequence","110.0",""
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|SE3","Without sequence","99.95",""
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|SE3","Without sequence","80.12",""
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|SE3","Without sequence","61.48",""
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|SE3","Without sequence","59.43",""
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|SE3","Without sequence","56.22",""
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|SE3","Without sequence","50.48",""
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|SE3","Without sequence","47.58",""
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|SE3","Without sequence","47.04",""
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|SE3","Without sequence","46.48",""
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|SE3","Without sequence","47.67",""
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|SE3","Without sequence","48.04",""
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|SE3","Without sequence","47.77",""
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|SE3","Without sequence","48.26",""
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|SE3","Without sequence","52.16",""
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|SE3","Without sequence","58.11",""
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|SE3","Without sequence","64.68",""
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|SE3","Without sequence","65.61",""
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|SE3","Without sequence","65.89",""
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|SE3","Without sequence","64.97",""
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|SE3","Without sequence","60.55",""
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|SE3","Without sequence","58.14",""
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|SE3","Without sequence","60.0",""
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|SE3","Without sequence","62.78",""
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|SE3","Without sequence","69.92",""
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|SE3","Without sequence","69.69",""
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|SE3","Without sequence","65.77",""
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|SE3","Without sequence","49.93",""
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|SE3","Without sequence","47.95",""
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|SE3","Without sequence","43.47",""
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|SE3","Without sequence","36.64",""
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|SE3","Without sequence","38.84",""
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|SE3","Without sequence","35.97",""
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|SE3","Without sequence","34.35",""
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|SE3","Without sequence","33.87",""
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|SE3","Without sequence","33.84",""
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|SE3","Without sequence","34.21",""
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|SE3","Without sequence","34.03",""
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|SE3","Without sequence","37.61",""
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|SE3","Without sequence","39.09",""
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|SE3","Without sequence","40.76",""
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|SE3","Without sequence","44.16",""
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|SE3","Without sequence","45.34",""
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|SE3","Without sequence","44.76",""
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|SE3","Without sequence","44.34",""
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|SE3","Without sequence","45.45",""
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|SE3","Without sequence","46.67",""
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|SE3","Without sequence","50.72",""
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|SE3","Without sequence","54.95",""
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|SE3","Without sequence","53.34",""
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|SE3","Without sequence","49.39",""
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|SE3","Without sequence","46.43",""
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|SE3","Without sequence","44.49",""
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|SE3","Without sequence","40.07",""
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|SE3","Without sequence","35.88",""
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|SE3","Without sequence","40.6",""
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|SE3","Without sequence","39.59",""
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|SE3","Without sequence","37.78",""
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|SE3","Without sequence","35.43",""
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|SE3","Without sequence","37.29",""
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|SE3","Without sequence","41.41",""
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|SE3","Without sequence","42.78",""
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|SE3","Without sequence","50.34",""
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|SE3","Without sequence","57.25",""
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|SE3","Without sequence","49.62",""
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|SE3","Without sequence","47.57",""
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|SE3","Without sequence","44.64",""
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|SE3","Without sequence","43.33",""
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|SE3","Without sequence","42.61",""
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|SE3","Without sequence","42.05",""
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|SE3","Without sequence","42.31",""
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|SE3","Without sequence","43.28",""
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|SE3","Without sequence","44.98",""
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|SE3","Without sequence","42.93",""
"11/01/2021 19:00:00 - 11/01/2021 20:00:00","BZN|SE3","Without sequence","39.71",""
"11/01/2021 20:00:00 - 11/01/2021 21:00:00","BZN|SE3","Without sequence","37.11",""
"11/01/2021 21:00:00 - 11/01/2021 22:00:00","BZN|SE3","Without sequence","34.24",""
"11/01/2021 22:00:00 - 11/01/2021 23:00:00","BZN|SE3","Without sequence","33.21",""
"11/01/2021 23:00:00 - 12/01/2021 00:00:00","BZN|SE3","Without sequence","27.39",""
"12/01/2021 00:00:00 - 12/01/2021 01:00:00","BZN|SE3","Without sequence","19.43",""
"12/01/2021 01:00:00 - 12/01/2021 02:00:00","BZN|SE3","Without sequence","15.82",""
"12/01/2021 02:00:00 - 12/01/2021 03:00:00","BZN|SE3","Without sequence","19.0",""
"12/01/2021 03:00:00 - 12/01/2021 04:00:00","BZN|SE3","Without sequence","24.14",""
"12/01/2021 04:00:00 - 12/01/2021 05:00:00","BZN|SE3","Without sequence","27.0",""
"12/01/2021 05:00:00 - 12/01/2021 06:00:00","BZN|SE3","Without sequence","35.03",""
"12/01/2021 06:00:00 - 12/01/2021 07:00:00","BZN|SE3","Without sequence","40.14",""
"12/01/2021 07:00:00 - 12/01/2021 08:00:00","BZN|SE3","Without sequence","54.51",""
"12/01/2021 08:00:00 - 12/01/2021 09:00:00","BZN|SE3","Without sequence","60.64",""
"12/01/2021 09:00:00 - 12/01/2021 10:00:00","BZN|SE3","Without sequence","54.96",""
"12/01/2021 10:00:00 - 12/01/2021 11:00:00","BZN|SE3","Without sequence","56.5",""
"12/01/2021 11:00:00 - 12/01/2021 12:00:00","BZN|SE3","Without sequence","55.34",""
"12/01/2021 12:00:00 - 12/01/2021 13:00:00","BZN|SE3","Without sequence","50.1",""
"12/01/2021 13:00:00 - 12/01/2021 14:00:00","BZN|SE3","Without sequence","48.05",""
"12/01/2021 14:00:00 - 12/01/2021 15:00:00","BZN|SE3","Without sequence","48.04",""
"12/01/2021 15:00:00 - 12/01/2021 16:00:00","BZN|SE3","Without sequence","52.01",""
"12/01/2021 16:00:00 - 12/01/2021 17:00:00","BZN|SE3","Without sequence","61.06",""
"12/01/2021 17:00:00 - 12/01/2021 18:00:00","BZN|SE3","Without sequence","64.12",""
"12/01/2021 18:00:00 - 12/01/2021 19:00:00","BZN|SE3","Without sequence","60.4",""
